Subject Title,Subject Code
Research Project B (Psych) Part 1,BMSC90033
Research Project B (Psych) Part 2,BMSC90034
Research Project A (SBS) Part 1,BMSC90035
Research Project A (SBS) Part 2,BMSC90036
Research Project B (SBS) Part 1,BMSC90037
Research Project B (SBS) Part 2,BMSC90038
Green Planet: Plants and the Environment,BOTA20001
Flora of Victoria,BOTA20004
Plant Evolution,BOTA30002
Vegetation Management and Conservation,BOTA30004
Plant Molecular Biology & Biotechnology,BOTA30005
Field Botany,BOTA30006
Flora of Victoria,BOTA90005
Biotechnology,BTCH20002
Advanced Molecular Biology Techniques,BTCH90005
Genomics and Bioinformatics,BTCH90009
Biotechnology Impacts in Society,BTCH90010
Visualisation and Data Wrangling,BUSA20001
Business Judgement,BUSA30000
Financial Accounting,BUSA90001
Financial Accounting,BUSA90002
Financial Accounting,BUSA90003
Brand Management,BUSA90013
Brand Management,BUSA90014
Business Strategy,BUSA90026
Business Strategy,BUSA90027
Consumer Behaviour,BUSA90042
Corporate Finance,BUSA90046
Corporate Strategy,BUSA90053
Corporate Strategy,BUSA90054
Data Analytics for Decision Making,BUSA90059
Data Analysis,BUSA90060
Data Analysis,BUSA90061
Global Business Economics,BUSA90072
Global Business Economics,BUSA90074
Financial Institutions,BUSA90090
Finance,BUSA90093
Finance,BUSA90095
Implementation of Strategy,BUSA90124
Industry Studies in Asia,BUSA90133
Investments,BUSA90167
Managerial Economics,BUSA90193
Managerial Economics,BUSA90194
Managerial Economics,BUSA90195
Managerial Project,BUSA90201
Innovation,BUSA90218
Managing People,BUSA90224
Managing People,BUSA90225
Managing People,BUSA90226
Operations,BUSA90227
Operations,BUSA90228
Operations,BUSA90229
Marketing,BUSA90243
Marketing,BUSA90244
Marketing,BUSA90245
Marketing,BUSA90246
Marketing Communications,BUSA90248
Marketing Research,BUSA90258
Marketing Strategy,BUSA90261
Mergers and Acquisitions,BUSA90270
Mergers and Acquisitions,BUSA90271
Negotiations,BUSA90273
Negotiations,BUSA90274
Organisational Change,BUSA90279
Supply Chain Management,BUSA90341
Business Law,BUSA90360
Business Tools: Money People & Processes,BUSA90403
Business Practicum,BUSA90473
Doing Business in Australia,BUSA90478
MBA Internship,BUSA90479
Leadership,BUSA90480
Managerial Ethics & Business Environment,BUSA90481
General Management 1,BUSA90482
General Management 2,BUSA90483
Global Business Practicum,BUSA90485
Business in Complex Environments,BUSA90488
Integrative Business Capstone,BUSA90490
Game Theory for Business Strategy,BUSA90491
Financial Analysis and Valuation,BUSA90492
Business Analytics,BUSA90493
Leading in Transformational Times,BUSA90498
Introduction to Business Problems,BUSA90499
Business Analytics Foundations,BUSA90500
Advanced Business Analytics,BUSA90501
Business Analytics Applications,BUSA90503
Individual Research Project,BUSA90504
Executive Management 1,BUSA90505
Executive Management 3,BUSA90507
Executive Management 4,BUSA90508
Executive Management 5,BUSA90509
Executive Management 6,BUSA90510
Executive Management 7,BUSA90511
Industry Studies in Asia,BUSA90512
Industry Studies in America,BUSA90513
Industry Studies in Europe,BUSA90514
Social Entrepreneur Consulting Practicum,BUSA90517
Applied Analytics Lab,BUSA90522
Managing Diversity in the Workplace,BUSA90523
Fintech: Blockchain in the New Economy,BUSA90524
Business and Economics Internship,BUSA90525
Strategic Consulting for Social Impact,BUSA90526
Digital Product Management,BUSA90527
Building Entrepreneurial Ventures,BUSA90529
Managing Sustainability for Strat. Adv.,BUSA90530
Analytics for Strategic Management,BUSA90531
Business Essentials,BUSA90532
MBA Capstone,BUSA90533
Immersive Business Experience,BUSA90534
Innovation Management,BUSA90535
Coding for Business Problems,BUSA90537
Decision Making and Optimisation,BUSA90538
Business Data Platforms,BUSA90539
Causal Analytics for Business,BUSA90540
Predictive Business Analytics,BUSA90541
Machine Learning & AI for Business,BUSA90542
Text Analytics for Business,BUSA90543
Marketing Analytics,BUSA90544
Supply Chain Analytics,BUSA90545
Risk Analytics,BUSA90546
Strategic Pricing & Business Insights,BUSA90549
Prof Development & Application I,BUSA90550
Business Essentials,BUSA90552
Current Business Issues,BUSA90553
Managing in a Global Economy,BUSA90555
Business Foundations for Managers,BUSA90556
Leadership in a Changing World,BUSA90557
Ethics for Managers,BUSA90558
The Electronic Arts: Vision and Sound,CCDP10002
Video Games: Remaking Reality,CCDP10003
Fundamentals of Cell Biology,CEDB20003
Stem Cells in Development & Regeneration,CEDB30004
Chemistry 1,CHEM10003
Chemistry 2,CHEM10004
Fundamentals of Chemistry,CHEM10007
Foundation Studies in Chemistry,CHEM10008
Chemistry: Reactions and Synthesis,CHEM20018
Practical Chemistry 2,CHEM20019
Chemistry: Structure and Properties,CHEM20020
Principles of Chemical Biology,CHEM20026
Analytical & Environmental Chemistry,CHEM30012
Chemical Research Project,CHEM30013
Specialised Topics in Chemistry B,CHEM30014
Advanced Practical Chemistry,CHEM30015
Reactivity and Mechanism,CHEM30016
Specialised Topics in Chemistry A,CHEM30017
Chemistry Honours Research Project Pt1,CHEM40010
Chemistry Honours Research Project Pt1,CHEM40011
Chemistry Honours Research Project Pt2,CHEM40012
Chemistry Honours Research Project Pt2,CHEM40013
Chemistry Honours Research Project Pt1,CHEM40016
Chemistry Honours Research Project Pt2,CHEM40017
Industry Research Project,CHEM70002
Chemistry Research Project Pt 1,CHEM90023
Chemistry Research Project Pt 1,CHEM90024
Chemistry Research Project Pt 1,CHEM90025
Chemistry Research Project Pt 1,CHEM90026
Chemistry Research Project Pt 2,CHEM90027
Chemistry Research Project Pt 2,CHEM90028
Chemistry Research Project Pt 2,CHEM90029
Chemistry Research Project Pt 2,CHEM90030
Chemistry Research Project Pt 3,CHEM90031
Chemistry Research Project Pt 3,CHEM90032
Chemistry Research Project Pt 3,CHEM90033
Chemistry Research Project Pt 3,CHEM90034
Chemistry Research Project Pt 4,CHEM90035
Chemistry Research Project Pt 4,CHEM90036
Chemistry Research Project Pt 4,CHEM90037
Chemistry Research Project Pt 4,CHEM90038
Advanced Organic Synthesis,CHEM90039
Atmospheric Chemistry,CHEM90043
Advanced Physical Organic Chemistry,CHEM90045
Magnetism in Chemistry,CHEM90046
Advanced Materials & Characterisation,CHEM90049
Advanced Mass Spectrometry,CHEM90051
Catalysis,CHEM90052
Interfacial Chemistry and Sonochemistry,CHEM90053
Chemical Regulations and Safety,CHEM90055
Chemistry Research Project Pt 4 (Cont.),CHEM90056
Chemistry Research Project Pt 4 (Cont.),CHEM90057
Chemistry Research Project Pt 4 (Cont.),CHEM90058
Chemistry Research Project Pt 4 (Cont.),CHEM90059
Chemistry Research Project Pt 5,CHEM90060
Chemistry Research Project Pt 5,CHEM90061
Chemistry Research Project Pt 5,CHEM90062
Chemistry Research Project Pt 5,CHEM90063
Advanced Environmental Analysis,CHEM90064
Advanced NMR Spectroscopy,CHEM90065
Digitisation in the Process Industries,CHEN20011
Fundamentals of Chemical Engineering,CHEN20012
Reactors and Catalysis,CHEN30001
Safety and Sustainability Case Studies,CHEN30015
"Momentum, Mass and Heat Transfer",CHEN30016
PhD Research,CHEN80001
MPhil Research,CHEN90005
Chemical Engineering Thermodynamics,CHEN90007
Sustainable Minerals and Recycling,CHEN90010
Wastewater and Environmental Remediation,CHEN90011
Design and Construction of Equipment,CHEN90012
Particle Technology,CHEN90018
Chemical Engineering Management,CHEN90020
Chemical Engineering Design Project,CHEN90022
Chemical Engineering Research Project,CHEN90023
Chemical Engineering Minor Research Proj,CHEN90026
Future Fuels and Petroleum,CHEN90027
Chemical Engineering Minor Thesis,CHEN90030
Sustainable Bioprocessing,CHEN90031
Process Simulation and Control,CHEN90032
Product Design and Analysis,CHEN90038
Pharmaceutical & Biochemical Production,CHEN90039
Sustainable Food Processing,CHEN90040
"Energy, Emissions and Pollution Control",CHEN90041
Thermal and Separation Design,CHEN90042
High Performance Materials,CHEN90043
Chinese 10,CHIN10002
Chinese 7,CHIN10003
Chinese 8,CHIN10004
Chinese 1,CHIN10005
Chinese 2,CHIN10006
Chinese Cinema,CHIN10009
Chinese 3,CHIN10015
Chinese 4,CHIN10016
Chinese 5,CHIN10017
Chinese 6,CHIN10018
Contemporary Chinese Literature,CHIN10019
Chinese 3,CHIN20001
Chinese 4,CHIN20002
Chinese 5,CHIN20003
Great Chinese Classics,CHIN20006
Chinese Studies: Culture and Empire,CHIN20007
China Since Mao,CHIN20008
Chinese Economic Documents,CHIN20009
Chinese 9,CHIN20012
Chinese 10,CHIN20013
Chinese Cinema,CHIN20016
Analysis of Contemporary Chinese Society,CHIN20021
Advanced Seminar in Chinese,CHIN20022
Advanced Chinese Translation,CHIN20026
Chinese 7,CHIN20027
Chinese 8,CHIN20028
Activism and Social Change in China,CHIN20030
Taiwan & Beyond: Chinese Settler Culture,CHIN30002
Chinese News Analysis,CHIN30003
Advanced Chinese Translation,CHIN30005
Analysis of Contemporary Chinese Society,CHIN30006
Chinese 5,CHIN30008
Chinese 6,CHIN30009
Chinese Economic Documents,CHIN30012
Chinese Cinema,CHIN30018
Chinese 7,CHIN30025
Chinese 8,CHIN30026
Chinese 9,CHIN30027
Chinese 10,CHIN30028
Tradition in Modern China,CHIN30029
Chinese Thesis Part 1,CHIN40006
Chinese Thesis Part 2,CHIN40007
Honours Chinese A,CHIN90001
Honours Chinese B,CHIN90002
Topics in Chinese Studies,CHIN90003
Graduate Chinese B,CHIN90006
Contemporary Chinese Studies Thesis 1,CHIN90009
Research Design and Methods,CHIN90011
Creating Screen and Cultural Worlds,CICU30012
Ancient Greek 1,CLAS10004
Ancient Greek 2,CLAS10005
Latin 2,CLAS10007
Latin 3,CLAS10012
Latin 4,CLAS10014
Ancient Greek 3,CLAS10020
Ancient Greek 4,CLAS10021
Ancient Greek 5,CLAS20013
Ancient Greek 6,CLAS20014
Ancient Greek 3,CLAS20015
Ancient Greek 4,CLAS20016
Intensive Beginners Latin,CLAS20021
Latin 6,CLAS20026
Latin 3,CLAS20029
Latin 5,CLAS20030
Latin 4,CLAS20031
Intensive Ancient Greek 1,CLAS20035
Intensive Beginners Latin,CLAS30004
Latin 6,CLAS30009
Ancient Greek 5,CLAS30024
Ancient Greek 6,CLAS30025
Intensive Ancient Greek 1,CLAS30045
Classics Thesis Part 1,CLAS40036
Classics Thesis Part 2,CLAS40037
Ancient Greek Honours Seminar 1,CLAS40038
Ancient Greek Honours Seminar 2,CLAS40039
Latin Honours Seminar 1,CLAS40040
Latin Honours Seminar 2,CLAS40041
Clinical Research Thesis,CLRS90004
Data Analysis in Clinical Research,CLRS90010
Study Design in Clinical Research,CLRS90011
Responsibilities in Clinical Research,CLRS90013
Principles of Clinical Research,CLRS90027
Advanced Clinical Trial Design,CLRS90028
Research Development and Translation,CLRS90029
Sustainable Commerce,CMCE10001
Commerce Internship,CMCE20001
Foundations of Computing,COMP10001
Foundations of Algorithms,COMP10002
Media Computation,COMP10003
Algorithms and Data Structures,COMP20003
Intro. to Numerical Computation in C,COMP20005
Design of Algorithms,COMP20007
Elements of Data Processing,COMP20008
Advanced Studies in Computing,COMP30013
Graphics and Interaction,COMP30019
Declarative Programming,COMP30020
IT Project,COMP30022
Computer Systems,COMP30023
Artificial Intelligence,COMP30024
Models of Computation,COMP30026
Machine Learning,COMP30027
PhD Research,COMP80001
Advanced Studies in Computing,COMP90005
Algorithms for Bioinformatics,COMP90014
Distributed Systems,COMP90015
Computational Genomics,COMP90016
Mobile Computing Systems Programming,COMP90018
Distributed Algorithms,COMP90020
Parallel and Multicore Computing,COMP90025
MPhil Research,COMP90037
Algorithms and Complexity,COMP90038
Programming and Software Development,COMP90041
Natural Language Processing,COMP90042
Research Methods,COMP90044
Declarative Programming,COMP90048
Introduction to Machine Learning,COMP90049
Advanced Database Systems,COMP90050
Statistical Machine Learning,COMP90051
AI Planning for Autonomy,COMP90054
Research Project,COMP90055
Introduction to Programming,COMP90059
Computer Science Research Project Pt1,COMP90060
Computer Science Research Project Pt1,COMP90061
Computer Science Research Project Pt1,COMP90062
Computer Science Research Project Pt1,COMP90063
Computer Science Research Project Pt2,COMP90064
Computer Science Research Project Pt2,COMP90065
Computer Science Research Project Pt2,COMP90066
Computer Science Research Project Pt2,COMP90067
Computer Science Research Project Pt3,COMP90068
Computer Science Research Project Pt3,COMP90069
Computer Science Research Project Pt3,COMP90070
Computer Science Research Project Pt3,COMP90071
The Art of Scientific Computation,COMP90072
Security Analytics,COMP90073
Web Security,COMP90074
Social Analytics,COMP90076
Advanced Algorithms and Data Structures,COMP90077
Computer Science Research Project Part 1,COMP90078
Computer Science Research Project Part 2,COMP90079
Computer Science Research Project Part 3,COMP90080
Computer Science Research Project Part 4,COMP90081
Software Project,COMP90082
Computational Modelling and Simulation,COMP90083
Quantum Software Fundamentals,COMP90084
Computer Vision,COMP90086
The Ethics of Artificial Intelligence,COMP90087
Machine Learning Applications for Health,COMP90089
Text Analytics for Health,COMP90090
Digital Innovation Project - Part 1,COMP90092
Principles of Building,CONS10001
Measurement of Building Designs,CONS20002
Building Information Modelling,CONS30001
Building Information Management,CONS30002
Management Systems for Construction,CONS90001
Contemporary Art and Biomedicine,CREA10001
Stories of Place,CREA10002
Research Methods in the Creative Arts,CREA40001
Research Paper,CREA40002
Research Project (MFA),CREA70001
PhD Research,CREA80001
Methods in Artistic Research,CREA90001
Evaluation of Wellbeing in Creative Arts,CREA90003
Creative Arts Therapies Practice 1,CREA90004
Drama Therapy Methods 1,CREA90005
Dance Movement Therapy Methods 1,CREA90006
Creative Arts Therapies Practice 2,CREA90008
Creative Arts Therapies Research 1,CREA90009
Drama Therapy Methods 2,CREA90010
Dance Movement Therapy Methods 2,CREA90011
Creative Arts Therapies in Health,CREA90012
Creative Arts Therapies Practice 3,CREA90013
Creative Arts Therapies Research 2,CREA90014
Drama Therapy Methods 3,CREA90015
Dance Movement Therapy Methods 3,CREA90016
Creative Arts Therapists in Community,CREA90017
Creative Arts Therapies Practice 4,CREA90018
Creative Arts Therapies Research 3,CREA90019
Drama Therapy Methods 4,CREA90020
Dance Movement Therapy Methods 4,CREA90021
"Crime, Criminology, and Critique",CRIM10001
Law in Society,CRIM10002
Criminal Law and Political Justice,CRIM20002
Policing,CRIM20003
"Order, Disorder, Crime, and Deviance",CRIM20004
Punishment and Social Control,CRIM20006
Cybercrime and Digital Criminology,CRIM20007
Terrorism: Shifting Paradigms,CRIM20008
"Race, Ethnicity, Crime and Justice",CRIM20009
"Law, Justice and Social Change",CRIM20010
Global Criminology,CRIM30002
Crime and Culture,CRIM30006
Managing Justice: Agencies and the State,CRIM30010
"Young People, Crime and Justice",CRIM30011
Law in Social Theory,CRIM30012
Gender and Crime,CRIM30013
Contemporary Critical Criminology,CRIM30014
Qualitative Research Methods,CRIM40002
Carcerality,CRIM40005
Criminology Thesis Part 1,CRIM40008
Criminology Thesis Part 2,CRIM40009
Crime Prevention: Critical Approaches,CRIM90010
Research and Criminal Justice Governance,CRIM90011
Introduction to Forensic Disability,CRIM90012
Advanced Practice in Forensic Disability,CRIM90013
"Terror, Law and War",CRIM90015
Community Justice Project,CRIM90016
"Violence, Trauma and Reconciliation",CRIM90017
Making Sense of Crime and Justice,CRIM90018
Advances in Criminological Research,CRIM90019
Criminology Thesis Part 1,CRIM90028
Criminology Thesis Part 2,CRIM90029
Criminal Justice: Australia and Japan,CRIM90033
Post-conflict Justice,CRIM90034
Victims: Recognition and Redress,CRIM90035
"Disability, Crime and Justice",CRIM90037
Criminology Internship,CRIM90039
"Emotions, Community and Violence",CRIM90040
"Consumer Culture, Media and Lifestyle",CULS20014
Gender and Contemporary Culture,CULS20017
Popular Culture: From K-pop to Selfies,CULS20018
Thinking Sex,CULS30004
Global Cultures,CULS30006
"Creative Economy, Policy, and Power",CULS40001
Conservation Actions 2,CUMC90005
Conservation Industry Internship,CUMC90006
Digital Protocols,CUMC90022
Content in the Field,CUMC90023
RESPECT,CUMC90027
Sustainable Collections,CUMC90029
Conservation Actions 1,CUMC90030
